Origem,Data protocolo,Tipo de Tecnologia,Tema da Saúde,Demandante,Nome da tecnologia,Status,Indicação,Motivo da solicitação,Data decisão
Externa,2017-12-08,Produto,Neurologia,Livanova Brasil,Gerador de pulso para nervo vago,Processo encerrado: decisão de incorporação no SUS,"Terapia adjuvante de pacientes pediátricos com epilepsia resistente a medicamentos, sem indicação para cirurgia ressectiva de epilepsia",Incorporação,2018-09-12
Externa,2017-12-20,Medicamento,Pneumologia,Boehringer Ingelheim do Brasil Química e Farmacêutica,Esilato de nintedanibe,Processo encerrado: decisão de não incorporação no SUS,Tratamento de fibrose pulmonar idiopática (FPI),Incorporação,2018-12-26
Externa,2018-01-04,Medicamento,Hepatologia,Gilead Sciences Farmacêutica do Brasil ,Ledipasvir/sofosbuvir,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes adultos com hepatite C crônica infectados por vírus de genótipo,Incorporação,2018-03-15
Externa,2018-03-05,Medicamento,Pneumologia,Laboratórios Pfizer,Tartarato de vareniclina,Processo encerrado: decisão de não incorporação no SUS,Tratamento adjuvante da cessação do tabagismo em pacientes adultos com doença pulmonar obstrutiva crônica ou doenças cardiovasculares,Incorporação,2018-10-17
Externa,2018-03-12,Medicamento,Hepatologia,Zambon Laboratórios Farmacêuticos,Ácido ursodesoxicólico,Processo encerrado: decisão de incorporação no SUS,Colangite biliar primária,Incorporação,2018-10-16
Externa,2018-03-12,Medicamento,Oncologia,Sociedade Brasileira de Oncologia Clínica,Malato de sunitinibe,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes portadores de carcinoma renal de células claras metastático,Incorporação,2018-12-28
Externa,2018-03-12,Medicamento,Oncologia,Sociedade Brasileira de Oncologia Clínica,Cloridrato de pazopanibe,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes portadores de carcinoma renal de células claras metastático,Incorporação,2018-12-28
Externa,2018-03-19,Medicamento,Oftalmologia,AbbVie Farmacêutica,Adalimumabe,Processo encerrado: decisão de incorporação no SUS,"Uveítes Não infecciosa intermediária, posterior e panuveítes ativa",Incorporação,2018-10-31
Externa,2018-03-19,Medicamento,Oftalmologia,AbbVie Farmacêutica,Adalimumabe,Processo encerrado: decisão de não incorporação no SUS,"Uveítes Não infecciosa intermediária, posterior e panuveítes inativa",Incorporação,2018-10-31
Externa,2018-03-20,Medicamento,Dermatologia,AbbVie Farmacêutica,Adalimumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da hidradenite supurativa ativa moderada a grave,Incorporação,2018-10-17
Externa,2018-03-26,Medicamento,Nefrologia,Astellas Farma Brasil Importação e Distribuição de Medicamentos,Tacrolimo de liberação prolongada,Processo encerrado: decisão de não incorporação no SUS,Profilaxia da rejeição em transplante renal,Incorporação,2018-12-17
Externa,2018-03-26,Medicamento,Hepatologia,Astellas Farma Brasil Importação e Distribuição de Medicamentos,Tacrolimo de liberação prolongada,Processo encerrado: decisão de não incorporação no SUS,Profilaxia da rejeição em transplante hepático,Incorporação,2018-12-17
Externa,2018-03-26,Medicamento,Neurologia,Sanofiaventis Farmacêutica,Alentuzumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da esclerose múltipla remitente recorrente após falha terapêutica a duas ou mais terapias,Incorporação,2018-12-17
Externa,2018-04-05,Medicamento,Cardiovascular,Boehringer Ingelheim do Brasil Química e Farmacêutica,Empagliflozina,Processo encerrado: decisão de não incorporação no SUS,"Tratamento de pacientes diabéticos tipo 2 e doença cardiovascular estabelecida, com objetivo de prevenção de morte",Incorporação,2018-12-12
Externa,2018-04-17,Medicamento,Hematologia,Biogen Brasil Produtos Farmacêuticos ,Alfaeftrenonacogue,Processo encerrado: decisão de não incorporação no SUS,Hemofilia B,Incorporação,2019-02-22
Externa,2018-04-18,Medicamento,Infectologia,AbbVie Farmacêutica,Glecaprevir associado à pibrentasvir,Processo encerrado: decisão de incorporação no SUS,Hepatite C crônica,Incorporação,2018-08-29
Externa,2018-04-19,Produto,Nefrologia,Coloplast do Brasil,Cateter hidrofílico para cateterismo vesical intermitente,Processo encerrado: decisão de incorporação no SUS,Lesão medular e bexiga neurogênica,Incorporação,2019-07-25
Externa,2018-04-30,Medicamento,Genética,BioMarin Brasil Farmacêutica,Galsulfase,Processo encerrado: decisão de incorporação no SUS,Tratamento da mucopolissacaridose tipo VI,Incorporação,2018-12-20
Externa,2018-04-30,Medicamento,Genética,BioMarin Brasil Farmacêutica,Alfaelosulfase,Processo encerrado: decisão de incorporação no SUS,Pacientes com mucopolissacaridose tipo IVa (Síndrome de Morquio A),Incorporação,2018-12-20
Externa,2018-05-03,Medicamento,Neurologia,Teva Farmacêutica,Acetato de glatirâmer 400 mg,Processo encerrado: decisão de incorporação no SUS,Tratamento da esclerose múltipla remitente recorrente,Incorporação,2018-12-20
Externa,2018-05-04,Medicamento,Imunologia,Laboratórios Pfizer,Vacina pneumocócica 13 valente conjugada,Processo encerrado: decisão de incorporação no SUS,Doenças pneumocócicas em pacientes de risco,Incorporação,2019-03-06
Externa,2018-05-18,Medicamento,Hematologia,Biogen Brasil Produtos Farmacêuticos ,Alfaefmoroctocogue Fator VIII recombinante,Processo encerrado: decisão de não incorporação no SUS,Indução de imunotolerância em pacientes com hemofilia A e inibidores,Incorporação,2019-02-22
Externa,2018-05-23,Medicamento,Pneumologia,Produtos Roche Químicos e Farmacêuticos,Pirfenidona,Processo encerrado: decisão de não incorporação no SUS,Tratamento da fibrose pulmonar idiopática,Incorporação,2018-12-26
Externa,2018-06-11,Medicamento,Neurologia,Laboratórios Pierre Fabre do Brasil,"Cloridrato de Propranolol (solução oral 3,75 mg/mL)",Processo encerrado: decisão de não incorporação no SUS,Pacientes com hemangioma infantil,Incorporação,2018-12-28
Externa,2018-06-29,Medicamento,Cardiovascular,Boehringer Ingelheim do Brasil Química e Farmacêutica,Dabigatrana,Processo encerrado: decisão de não incorporação no SUS,Prevenção de acidente vascular cerebral (AVC),Incorporação,2019-02-26
Externa,2018-06-29,Medicamento,Cardiovascular,Boehringer Ingelheim do Brasil Química e Farmacêutica,Idarucizumabe,Processo encerrado: decisão de não incorporação no SUS,Reversão do efeito anticoagulante da dabigatrana,Incorporação,2019-02-26
Externa,2018-07-16,Medicamento,Oncologia,Takeda Pharma ,Brentuximabe Vedotina,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes adultos com linfoma de Hodgkin cd30+ refratário ou recidivado após transplante autólogo de células tronco,Incorporação,2019-03-13
Externa,2018-07-20,Medicamento,Hepatologia,Gilead Sciences Farmacêutica do Brasil ,Sofosbuvir em associação a velpatasvir,Processo encerrado: decisão de incorporação no SUS,Hepatite C crônica,Incorporação,2018-10-16
Externa,2018-07-24,Produto,Cardiologia,4ª Vara Federal de Porto Alegre,Meias elásticas compressivas,Processo encerrado: decisão de não incorporação no SUS,Insuficiência venosa crônica classificação CEAP 5,Incorporação,2019-07-23
Externa,2018-08-03,Medicamento,Cardiologia,Novartis Biociências,Sacubitril/valsartana,Processo encerrado: decisão de incorporação no SUS,Pacientes adultos com insuficiência cardíaca crônica sintomática (NYHA classe IIIV) com fração de ejeção reduzida,Incorporação,2019-08-09
Externa,2018-08-12,Medicamento,Neurologia,Produtos Roche Químicos e Farmacêuticos,Ocrelizumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento de Esclerose múltipla primariamente,Incorporação,2019-04-22
Externa,2018-08-12,Medicamento,Neurologia,Produtos Roche Químicos e Farmacêuticos,Ocrelizumabe,Processo encerrado: decisão de não incorporação no SUS,Formas recorrentes de esclerose múltipla (EMR),Incorporação,2019-04-22
Externa,2018-08-13,Medicamento,Oncologia,22ª Vara Federal em Belo Horizonte,Acetato de ciproterona,Processo encerrado: decisão de não incorporação no SUS,Pacientes com adenocarcinoma de próstata resistente à castração,Incorporação,2019-04-23
Externa,2018-11-07,Medicamento,Gastroenterologia,Takeda Pharma ,Vedolizumabe,Processo encerrado: decisão de não incorporação no SUS,Para Doença de Crohn.,Incorporação,2019-05-27
Externa,2018-11-13,Procedimento,Dermatologia,Universidade de São Paulo,Terapia fotodinâmica,Processo encerrado: decisão de não incorporação no SUS,Tratamento de lesões de pele não melanoma do tipo carcinoma basocelular superficial.,Incorporação,2020-03-05
Externa,2019-01-22,Medicamento,Neurologia,Biogen Brasil Produtos Farmacêuticos ,Nusinersena,Processo encerrado: decisão de incorporação no SUS,Atrofia muscular espinhal 5q (AME).,Incorporação,2019-04-25
Externa,2019-02-07,Medicamento,Oftalmologia,Bayer,Aflibercepte,Processo encerrado: decisão de incorporação no SUS,Edema macular diabético.,Incorporação,2019-11-06
Externa,2019-03-01,Medicamento,Reumatologia ,Novartis Biociências,Secuquinumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da artrite psoríaca ativa em pacientes adultos na primeira etapa de terapia biológica.,Incorporação,2019-11-06
Externa,2019-03-02,Medicamento,Reumatologia ,Novartis Biociências,Secuquinumabe,Processo encerrado: decisão de não incorporação no SUS,Primeira etapa de terapia biológica para o tratamento da espondilite anquilosante ativa em pacientes adultos.,Incorporação,2019-11-06
Externa,2019-03-26,Medicamento,Hematologia,Produtos Roche Químicos e Farmacêuticos,Emicizumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento de indivíduos com hemofilia A e inibidores ao fator VIII refratários ao tratamento de imunotolerância.,Incorporação,2019-11-28
Externa,2019-04-05,Medicamento,Imunologia,Novartis Biociências,Secuquinumabe,Processo encerrado: decisão de não incorporação no SUS,Psoríase moderada a grave.,Incorporação,2019-10-17
Externa,2019-04-05,Medicamento,Pneumologia,Novartis Biociências,Omalizumabe,Processo encerrado: decisão de incorporação no SUS,Asma alérgica grave Não controlada apesar do uso de corticoide inalatório associado a um beta2 agonista de longa ação.,Incorporação,2019-12-30
Externa,2019-04-24,Medicamento,Reumatologia ,UCB Biopharma ,Certolizumabe pegol,Processo encerrado: decisão de incorporação no SUS,Tratamento de artrite psoríaca.,Incorporação,2019-11-20
Externa,2019-04-30,Procedimento,Ginecologia,Capricorn Technologies do Brasil ,Citologia em meio líquido,Processo encerrado: decisão de incorporação no SUS,Rastreamento de câncer de colo de útero e lesões precursoras.,Incorporação,2019-12-16
Externa,2019-05-06,Medicamento,Neurologia,Biogen Brasil Produtos Farmacêuticos ,Fumarato de Dimetila,Processo encerrado: decisão de incorporação no SUS,Tratamento de primeira linha da esclerose múltipla remitente recorrente.,Incorporação,2019-12-30
Externa,2019-05-20,Medicamento,Gastroenterologia,Takeda Pharma ,Vedolizumabe,Processo encerrado: decisão de incorporação no SUS,"Retocolite ulcerativa moderada a grave, limitados ao custo do tratamento com infliximabe.",Incorporação,2019-10-23
Externa,2019-05-22,Medicamento,Pneumologia,Bayer,Riociguate,Processo encerrado: decisão de não incorporação no SUS,Hipertensão pulmonar tromboembólica crônica inoperável ou persistente/recorrente após tratamento cirúrgico.,Incorporação,2020-03-31
Externa,2019-05-30,Medicamento,Endocrinologia,Associação Brasileira para o Estudo da Obesidade e Síndrome Metabólica,Sibutramina,Processo encerrado: decisão de não incorporação no SUS,Tratamento dos pacientes com obesidade.,Incorporação,2020-04-24
Externa,2019-07-12,Medicamento,Reumatologia ,Eli Lilly do Brasil,Baricitinibe,Processo encerrado: decisão de incorporação no SUS,"Artrite reumatoide ativa, moderada a grave.",Incorporação,2020-03-12
Externa,2019-08-02,Medicamento,Reumatologia ,Laboratórios Pfizer,Citrato de tofacitinibe,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes adultos com artrite psoríaca ativa moderada a grave intolerantes ou com falha terapêutica aos medicamentos modificadores do curso da doença sintéticos ou biológicos.,Incorporação,2020-08-20
Externa,2019-08-19,Medicamento,Genética,Laboratórios Pfizer,Tofacitinibe,Processo encerrado: decisão de não incorporação no SUS,"Tratamento da retocolite ulcerativa moderada a grave em pacientes adultos com resposta inadequada, perda de resposta ou intolerantes ao tratamento prévio com medicamentos sintéticos, convencionais ou biológicos.",Incorporação,2020-08-05
Externa,2019-08-22,Medicamento,Hematologia,Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH,Ruxolitinibe,Processo encerrado: decisão de não incorporação no SUS,"Tratamento de pacientes com mielofibrose primária, mielofibrose pós policitemia vera ou mielofibrose pós trombocitemia essencial, de risco intermediário2 ou alto.",Incorporação,2020-06-16
Externa,2019-09-03,Medicamento,Hematologia,3ª Vara Federal de Curitiba,Bortezomibe,Processo encerrado: decisão de incorporação no SUS,Mieloma múltiplo.,Incorporação,2020-09-29
Externa,2019-09-10,Medicamento,Genética,Ultragenyx Brasil Farmacêutica ,Alfavestronidase,Processo encerrado: decisão de incorporação no SUS,Tratamento da Mucopolissacaridose VII (Síndrome de Sly).,Incorporação,2020-08-11
Externa,2019-09-30,Medicamento,Reumatologia ,Eli Lilly do Brasil,Ixequizumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes adultos com artrite psoríaca ativa com resposta insuficiente ou intolerante ao tratamento com um ou mais medicamentos modificadores do curso da doença.,Incorporação,2020-08-20
Externa,2019-09-30,Medicamento,Dermatologia,Eli Lilly do Brasil,Ixequizumabe,Processo encerrado: decisão de não incorporação no SUS,"Tratamento de pacientes adultos com psoríase moderada a grave, que tenham apresentado falha terapêutica, contraindicação ou intolerância ao adalimumabe.",Incorporação,2020-08-20
Externa,2019-10-09,Medicamento,Dermatologia,AbbVie Farmacêutica ,Risanquizumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes adultos com psoríase em placas moderada a grave.,Incorporação,2020-09-21
Externa,2019-10-20,Medicamento,Oncologia,Bristol Myers Squibb Farmacêutica,Nivolumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento de primeira linha do melanoma avançado não cirúrgico e metastático.,Incorporação,2020-08-05
Externa,2019-10-23,Medicamento,Pneumologia,Laboratórios Pfizer,Sirolimo,Processo encerrado: decisão de incorporação no SUS,Tratamento de indíviudos com linfangioleiomiomatose (LAM).,Ampliação de Uso,2020-08-05
Externa,2019-11-22,Medicamento,Oftalmologia,Novartis Biociências,Ranibizumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento de Edema Macular Diabético (EMD).,Incorporação,2020-09-21
Externa,2019-11-26,Medicamento,Cardiovascular,Boehringer Ingelheim do Brasil Química e Farmacêutica ,Dabigatrana,Processo encerrado: decisão de não incorporação no SUS,Prevenção do acidente vascular cerebral (AVC) em pacientes acima de 60 anos com fibrilação atrial Não valvar que Não conseguem permanecer na faixa terapêutica de RNI com varfarina e e idarucizumabe para reversão do efeito anticoagulante da dabigatrana.,Incorporação,2020-10-01
Externa,2019-11-27,Medicamento,Genética,Shire Farmacêutica Brasil ,Alfagalsidase,Processo encerrado: decisão de não incorporação no SUS,Tratamento da doença de Fabry.,Incorporação,2020-11-24
Externa,2019-11-28,Medicamento,Hematologia,AbbVie Farmacêutica ,Venetoclax em combinação com azacitidina,Processo encerrado: a pedido do demandante,Pacientes recémdiagnosticados com leucemia mieloide aguda inelegíveis à quimioterapia intensiva.,Incorporação,
Externa,2019-12-03,Medicamento,Neurologia,Biogen Brasil Produtos Farmacêuticos ,Natalizumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes com esclerose múltipla remitenterecorrente com alta atividade de doença.,Ampliação de Uso,2020-11-13
Externa,2019-12-17,Medicamento,Oncologia,Sociedade Brasileira de Oncologia Clínica,Nivolumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento de primeira linha do melanoma avançado não cirúrgico e metastático.,Incorporação,2020-08-05
Externa,2019-12-17,Medicamento,Oncologia,Sociedade Brasileira de Oncologia Clínica,Pembrolizumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento de primeira linha do melanoma avançado Não cirúrgico e metastático.,Incorporação,2020-08-05
Externa,2019-12-18,Medicamento,Pneumologia,Vertex Farmacêutica do Brasil ,Ivacaftor,Processo encerrado: decisão de incorporação no SUS,"Pacientes acima de 6 anos que apresentem uma das seguintes mutações de gating (classe III), G55ID, G1244E, G1349D, G178R, G551S, S1251N, S1255P, S549N ou S549R.",Incorporação,2020-12-31
Externa,2019-12-18,Medicamento,Pneumologia,Vertex Farmacêutica do Brasil ,Lumacaftor + Ivacaftor,Processo encerrado: decisão de não incorporação no SUS,tratamento de pacientes com fibrose cística homozigótica para a mutação F508del.,Incorporação,2020-12-03
Externa,2019-12-20,Medicamento,Neurologia,Produtos Roche Químicos e Farmacêuticos,Ocrelizumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes adultos com esclerose múltipla remitenterecorrente (EMRR) como alternativa ou contraindicação ao natalizumabe.,Incorporação,2020-09-22
Externa,2020-01-29,Medicamento,Hematologia,Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH,Bortezomibe,Processo encerrado: decisão de incorporação no SUS,"Tratamento do mieloma múltiplo em pacientes adultos, Não previamente tratados, elegíveis ao transplante autólogo de célulastronco hematopoiética.",Incorporação,2020-09-28
Externa,2020-01-29,Medicamento,Hematologia,Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH,Bortezomibe,Processo encerrado: decisão de incorporação no SUS,"Tratamento do mieloma múltiplo em pacientes adultos, Não previamente tratados, inelegíveis ao transplante autólogo de célulastronco hematopoiéticas.",Incorporação,2020-09-28
Externa,2020-01-29,Medicamento,Hematologia,Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH,Bortezomibe,Processo encerrado: decisão de incorporação no SUS,Tratamento do mieloma múltiplo em pacientes adultos previamente tratados.,Incorporação,2020-09-28
Externa,2020-02-04,Procedimento,Oftalmologia,Sociedade Brasileira de Glaucoma,Exame de tomografia de coerência óptica,Processo encerrado: decisão de incorporação no SUS,Para confirmação diagnóstica de glaucoma.,Ampliação de Uso,2020-11-13
Externa,2020-02-12,Medicamento,Oftalmologia,Allergan Produtos Farmacêuticos ,Implante biodegradável de dexametasona,Processo encerrado: decisão de não incorporação no SUS,Tratamento do edema macular diabético em pacientes Não responsivos à terapia prévia com antiVEGF.,Incorporação,2020-11-30
Externa,2020-02-13,Medicamento,Cardiovascular,Daiichi Sankyo Brasil Farmacêutica ,Cloridrato de Prasugrel,Processo encerrado: decisão de não incorporação no SUS,Redução de eventos aterotrombóticos em pacientes diabéticos com síndrome coronariana aguda que realizaram angioplastia coronariana primária.,Incorporação,2020-12-02
Externa,2020-03-02,Medicamento,Genética,Sanofi Medley Farmacêutica,Betaagalsidase,Processo encerrado: decisão de não incorporação no SUS,Tratamento da doença de Fabry.,Incorporação,2020-11-24
Externa,2020-03-12,Produto,Infectologia,Sociedade Brasileira de Patologia Clínica/Medicina Laboratorial,Teste de liberação interferongama (IGRA),Processo encerrado: decisão de incorporação no SUS,Detecção de tuberculose latente em pacientes imunocomprometidos.,Incorporação,2020-11-13
Externa,2020-04-17,Medicamento,Oncologia,Beaufour Ipsen Farmacêutica,Cabozantinibe,Processo encerrado: decisão de não incorporação no SUS,Tratamento de primeira linha de câncer renal avançado.,Incorporação,2020-11-13
Externa,2020-04-17,Medicamento,Neurologia,Beaufour Ipsen Farmacêutica,Tetraidrocanabinol 27 mg/ml + canabidiol 25 mg/ml,Processo encerrado: decisão de não incorporação no SUS,Tratamento sintomático da espasticidade moderada a grave relacionada à esclerose múltipla.,Incorporação,2020-11-30
Externa,2020-05-05,Medicamento,Ginecologia,Schering Plough Indústria Farmacêutica ,Implante subdérmico de etonogestrel,Processo encerrado: decisão de incorporação no SUS,Prevenção da gravidez Não planejada por mulheres adultas em idade reprodutiva entre 18 e 49 anos.,Incorporação,2021-04-22
Externa,2020-05-14,Produto,Cardiologia,4ª Vara Federal de Porto Alegre,Meias elásticas de compressão,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes com linfedema de membros inferiores.,Incorporação,2021-02-22
Externa,2020-06-19,Medicamento,Reumatologia ,AbbVie Farmacêutica ,Upadacitinibe,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes adultos com artrite reumatoide ativa moderada a grave.,Incorporação,2021-02-22
Externa,2020-06-23,Medicamento,Genética,Ultragenyx Brasil Farmacêutica ,Burosumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da hipofosfatemia ligada ao cromossomo X em crianças.,Incorporação,2021-02-22
Externa,2020-06-23,Medicamento,Genética,Ultragenyx Brasil Farmacêutica ,Burosumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da hipofosfatemia ligada ao cromossomo X em adultos.,Incorporação,2021-02-22
Externa,2020-07-01,Procedimento,Neurologia,Sheila Cristina Ouriques Martins,Trombectomia mecânica,Processo encerrado: decisão de incorporação no SUS,Para acidente vascular cerebral (AVC) isquêmico agudo.,Incorporação,2021-02-22
Externa,2020-07-02,Medicamento,Imunologia,Novartis Biociências,Secuquinumabe como primeira etapa de terapia biológica,Processo encerrado: decisão de não incorporação no SUS,Tratamento da psoríase em pacientes adultos.,Incorporação,2021-02-22
Externa,2020-07-06,Medicamento,Neurologia,Sanofi Medley Farmacêutica ,Alentuzumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes com esclerose múltipla remitente recorrente com características comparáveis aos critérios de tratamento com natalizumabe conforme o estabelecido no PCDT.,Incorporação,2021-04-29
Externa,2020-07-31,Medicamento,Oftalmologia,Bayer,Aflibercepte,Processo encerrado: decisão de incorporação no SUS,Tratamento de Degeneração Macular Relacionada à Idade (DMRI) neovascular em pacientes acima de 60 anos.,Incorporação,2021-05-10
Externa,2020-08-07,Medicamento,Cardiovascular,Wyeth Indústria Farmacêutica ,Tafamidis meglumina,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes com cardiomiopatia amiloide associada à transtirretina (selvagem ou hereditária) acima de 60 anos de idade.,Incorporação,2021-03-19
Externa,2020-09-03,Medicamento,Genética,BioMarin Brasil Farmacêutica,Dicloridrato de sapropterina,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes com fenilcetonúria a partir de cinco anos de idade.,Incorporação,2021-07-12
Externa,2020-09-10,Medicamento,Reumatologia ,Novartis Biociências,Secuquinumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da artrite psoriásica ativa em pacientes adultos na primeira etapa de terapia biológica.,Incorporação,2021-06-02
Externa,2020-09-21,Medicamento,Genética,Sanofi Medley Farmacêutica ,Alfaalglicosidase,Processo encerrado: decisão de não incorporação no SUS,Terapia de reposição enzimática para tratamento de pacientes com diagnóstico confirmado na doença de Pompe de início tardio (DPIT).,Incorporação,2021-06-02
Externa,2020-09-25,Medicamento,Neurologia,Biogen Brasil Produtos Farmacêuticos ,Nusinersena,Processo encerrado: decisão de não incorporação no SUS,Tratamento da atrofia muscular espinhal 5q tipo III.,Incorporação,2021-06-02
Externa,2020-09-25,Medicamento,Neurologia,Biogen Brasil Produtos Farmacêuticos ,Nusinersena,Processo encerrado: decisão de incorporação no SUS,Tratamento da atrofia muscular espinhal 5q tipo II.,Incorporação,2021-06-02
Externa,2020-10-08,Medicamento,Imunologia,UCB Biopharma ,Certolizumabe Pegol,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes com psoríase em placas moderada a grave.,Incorporação,2021-07-08
Externa,2020-11-10,Medicamento,Psiquiatria,Takeda Pharma ,Dimesilato de lisdexanfetamina,Processo encerrado: decisão de não incorporação no SUS,Para indivíduos adultos com Transtorno do Déficit de Atenção com Hiperatividade.,Incorporação,2021-06-02
Externa,2020-11-23,Procedimento,Oncologia,Sociedade Brasileira de Urologia,Prostatectomia radical assistida por robô,Processo encerrado: decisão de não incorporação no SUS,Pacientes com câncer de próstata localizado.,Incorporação,2021-09-03
Externa,2020-11-25,Procedimento,Hematologia,Bayer,Alfadamoctocogue pegol,Processo encerrado: decisão de incorporação no SUS,"Profilaxia secundária em pacientes com Hemofilia A, a partir de 12 anos, previamente tratados e sem inibidor.",Incorporação,2022-02-14
Externa,2020-12-01,Medicamento,Reumatologia ,Wyeth Indústria Farmacêutica ,Citrato de tofacitinibe,Processo encerrado: decisão de incorporação no SUS,"Tratamento de pacientes adultos com retocolite ulcerativa ativa moderada a grave com resposta inadequada, perda de resposta ou intolerância aos medicamentos sintéticos convencionais.",Incorporação,2021-06-29
Externa,2020-12-01,Medicamento,Cardiovascular,JanssenCilag Farmacêutica,Selexipague,Processo encerrado: decisão de incorporação no SUS,"Para pacientes adultos com hipertensão arterial pulmonar (HAP Grupo I) em classe funcional III que Não alcançaram resposta satisfatória com ERA e/ou PDE5i, como alternativa a iloprosta.",Incorporação,2021-08-09
Externa,2020-12-04,Medicamento,Oncologia,AstraZeneca do Brasil ,Olaparibe,Processo encerrado: a pedido do demandante,"Terapia de manutenção de pacientes adultas com carcinoma epitelial de ovário recém diagnosticado, seroso e endometrioide, de alto grau, avançado, com mutação BRCA e resposta à quimioterapia em primeira linha baseada em platina.",Incorporação,
Externa,2020-12-09,Medicamento,Genética,Pint Pharma,Migalastate,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes com Doença de Fabry com mutações suscetíveis e idade igual ou superior a 16 anos.,Incorporação,2021-07-08
Externa,2020-12-09,Medicamento,Imunologia,UCB Biopharma ,Certolizumabe Pegol,Processo encerrado: decisão de não incorporação no SUS,Tratamento de artrite psoríaca em primeira linha de tratamento biológico (MMCDb).,Incorporação,2021-07-08
Externa,2020-12-18,Medicamento,Genética,Takeda Pharma ,Lanadelumabe,Processo encerrado: decisão de não incorporação no SUS,Profilaxia de longo prazo em pacientes com angioedema hereditário com 12 anos ou mais.,Incorporação,2021-07-12
Externa,2020-12-21,Medicamento,Genética,Specialty Pharma Goiás,Givosirana,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes adultos com porfirias hepáticas agudas.,Incorporação,2021-07-08
Externa,2020-12-22,Medicamento,Reumatologia ,Novartis Biociências,Secuquinumabe como primeira etapa de terapia biológica,Processo encerrado: decisão de não incorporação no SUS,Tratamento de espondiloartrite axial em pacientes adultos.,Incorporação,2021-07-08
Externa,2020-12-23,Medicamento,Neurologia,Aché Laboratórios Farmacêuticos,"Levetiracetam (500 mg e 1000
 mg)",Processo encerrado: decisão de incorporação no SUS,Tratamento adjuvante para epilepsia.,Incorporação,2021-09-29
Externa,2020-12-24,Medicamento,Hematologia,Takeda Pharma ,Alfarurioctocogue Pegol,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes com Hemofilia A.,Incorporação,2022-02-14
Externa,2021-02-08,Procedimento,Nutrologia,"
Sociedade Brasileira de Nutrição Parenteral e Enteral",Suplementação nutricional oral,Processo encerrado: decisão de não incorporação no SUS,Para pacientes clínicos ou cirúrgicos desnutridos ou em risco de desnutrição.,Incorporação,2021-09-03
Externa,2021-03-08,Produto,Oftalmologia,"
Glaukos Produtos Médicos ",Implante de drenagem oftalmológico,Processo encerrado: decisão de incorporação no SUS,Tratamento do glaucoma primário de ângulo aberto leve a moderado.,Incorporação,2021-10-08
Externa,2021-03-26,Medicamento,Endocrinologia,Zodiac Produtos Farmacêuticos,Acetato de Leuprorrelina Subcutânea45 mg,Processo encerrado: decisão de incorporação no SUS,Tratamento da puberdade precoce central.,Incorporação,2021-11-03
Externa,2021-04-05,Medicamento,Genética,Novartis Biociências,Voretigeno neparvoveque,Processo encerrado: decisão de não incorporação no SUS,Distrofia hereditária da retina mediada por mutação bialélica no gene RPE65.,Incorporação,2021-09-27
Externa,2021-03-25,Medicamento,Neurologia,5ª Vara Federal de Porto Alegre,Baclofeno oral,Processo encerrado: decisão de não incorporação no SUS,Tratamento da espasticidade.,Incorporação,2022-03-17
Externa,2021-04-22,Medicamento,Infectologia,Gilead Sciences Farmacêutica do Brasil ,Rendesivir,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes com Covid19 hospitalizados com pneumonia e necessidade de suplementação de oxigênio.,Incorporação,2021-09-09
